positivas,negativas,total,pos_periodo,neg_periodo,tot_periodo,tempo_id,servico_id
8,18,26,0,0,0,4,427
6,0,6,0,0,0,4,428
83,208,291,0,6,6,4,429
29,89,118,1,4,5,4,430
4,24,28,0,2,2,4,431
18,20,38,0,0,0,4,432
18,88,106,0,1,1,4,433
16,4,20,0,0,0,4,434
23,5,28,1,1,2,4,435
8,3,11,0,0,0,4,436
8,0,8,0,0,0,4,437
0,0,0,0,0,0,4,438
5,15,20,0,0,0,4,439
16,10,26,0,0,0,4,440
6,0,6,0,0,0,4,441
7,14,21,0,0,0,4,442
10,10,20,0,0,0,4,443
2,4,6,0,0,0,4,444
13,3,16,0,0,0,4,445
32,4,36,0,0,0,4,446
1446,610,2056,12,5,17,4,447
539,191,730,3,2,5,4,448
481,175,656,8,1,9,4,449
376,79,455,2,1,3,4,450
101,496,597,0,2,2,4,451
9,34,43,0,0,0,4,452
0,0,0,0,0,0,4,453
67,31,98,2,0,2,4,454
3,7,10,0,0,0,4,455
13,0,13,0,0,0,4,456
492,83,575,0,0,0,4,457
12,5,17,0,0,0,4,458
4,2,6,0,0,0,4,459
1,1,2,0,0,0,4,460
7,5,12,0,0,0,4,461
8,1,9,0,0,0,4,462
20,6,26,0,0,0,4,463
4,1,5,0,0,0,4,464
33,4,37,0,0,0,4,465
57,55,112,1,2,3,4,466
982,5060,6042,20,49,69,4,467
10,69,79,0,0,0,4,468
43,55,98,0,0,0,4,469
100,11,111,0,0,0,4,470
6,6,12,0,0,0,4,471
11,2,13,0,0,0,4,472
7,2,9,0,0,0,4,473
17,10,27,0,0,0,4,474
21,10,31,0,0,0,4,475
4,0,4,0,0,0,4,476
0,2,2,0,0,0,4,477
13,2,15,0,0,0,4,478
32,22,54,0,0,0,4,479
12,6,18,0,1,1,4,480
510,309,819,3,1,4,4,481
12,4,16,0,0,0,4,482
7,3,10,0,0,0,4,483
26,7,33,0,1,1,4,484
21,1,22,0,0,0,4,485
1,2,3,0,0,0,4,486
46,16,62,0,0,0,4,487
178,214,392,0,2,2,4,488
4,2,6,0,0,0,4,489
3,3,6,0,0,0,4,490
2,0,2,0,0,0,4,491
7,10,17,0,0,0,4,492
3,5,8,0,0,0,4,493
181,427,608,1,5,6,4,494
189,490,679,2,0,2,4,495
3,2,5,0,0,0,4,496
4,4,8,0,0,0,4,497
16,32,48,0,0,0,4,498
69,105,174,0,2,2,4,499
34,31,65,1,2,3,4,500
4,0,4,0,0,0,4,501
12,8,20,0,0,0,4,502
11,7,18,0,0,0,4,503
0,3,3,0,0,0,4,504
5,1,6,0,0,0,4,505
3,0,3,0,0,0,4,506
9,3,12,0,0,0,4,507
5,2,7,0,0,0,4,508
12,11,23,0,1,1,4,509
15,4,19,0,0,0,4,510
16,3,19,0,0,0,4,511
500,1031,1531,31,46,77,4,512
125,464,589,0,5,5,4,513
11,12,23,0,1,1,4,514
5,0,5,0,0,0,4,515
1373,162,1535,9,0,9,4,516
48,30,78,0,0,0,4,517
12,4,16,0,0,0,4,518
6,0,6,0,0,0,4,519
10,1,11,0,0,0,4,520
16,4,20,0,0,0,4,521
13,2,15,0,0,0,4,522
39,36,75,0,0,0,4,523
23,18,41,0,0,0,4,524
55,9,64,0,0,0,4,525
33,1,34,0,0,0,4,526
25,11,36,0,0,0,4,527
51863,48085,99948,228,176,404,4,528
416,806,1222,2,8,10,4,529
1567,3153,4720,2,7,9,4,530
311,720,1031,2,4,6,4,531
23287,52553,75840,54,119,173,4,532
5118,16116,21234,3,4,7,4,533
16112,43309,59421,47,138,185,4,534
3823,6944,10767,25,25,50,4,535
6008,13877,19885,17,40,57,4,536
3934,11213,15147,23,82,105,4,537
112,179,291,1,5,6,4,538
100,90,190,1,0,1,4,539
1008,988,1996,11,4,15,4,540
438,525,963,5,4,9,4,541
1437,885,2322,7,2,9,4,542
967,627,1594,2,0,2,4,543
896,513,1409,8,4,12,4,544
66,54,120,0,0,0,4,545
493,637,1130,8,8,16,4,546
235,288,523,1,3,4,4,547
2706,3069,5775,26,20,46,4,548
5,5,10,0,0,0,4,549
8,4,12,0,0,0,4,550
10,4,14,0,0,0,4,551
5,2,7,0,0,0,4,552
9,3,12,0,0,0,4,553
35,11,46,0,1,1,4,554
12,0,12,0,0,0,4,555
24,2,26,0,0,0,4,556
2,0,2,0,0,0,4,557
162,19,181,1,0,1,4,558
2,2,4,0,0,0,4,559
3,3,6,0,0,0,4,560
17,2,19,0,0,0,4,561
2,4,6,0,0,0,4,562
2,1,3,0,0,0,4,563
7,2,9,0,0,0,4,564
4,4,8,0,0,0,4,565
12,4,16,0,0,0,4,566
5,2,7,0,0,0,4,567
4,3,7,0,0,0,4,568
13,3,16,1,0,1,4,569
28,34,62,0,0,0,4,570
6,3,9,0,0,0,4,571
4,12,16,0,0,0,4,572
0,0,0,0,0,0,4,573
1,0,1,0,0,0,4,574
35,9,44,0,0,0,4,575
11,3,14,0,0,0,4,576
0,0,0,0,0,0,4,577
5,10,15,0,0,0,4,578
58,119,177,0,1,1,4,579
4,23,27,0,1,1,4,580
5,21,26,0,0,0,4,581
58,22,80,0,0,0,4,582
7,4,11,1,0,1,4,583
6,4,10,0,0,0,4,584
27,11,38,0,1,1,4,585
3,13,16,0,0,0,4,586
9,3,12,0,0,0,4,587
30,25,55,0,0,0,4,588
20,18,38,0,0,0,4,589
20,54,74,1,0,1,4,590
14,23,37,0,0,0,4,591
6965,5400,12365,53,30,83,4,592
42,40,82,0,0,0,4,593
32,20,52,0,0,0,4,594
38,111,149,2,1,3,4,595
2,5,7,0,0,0,4,596
6,4,10,0,0,0,4,597
4,1,5,1,0,1,4,598
0,2,2,0,0,0,4,599
128,56,184,1,0,1,4,600
16,4,20,0,0,0,4,601
41,31,72,0,0,0,4,602
26,8,34,0,0,0,4,603
113,17,130,1,0,1,4,604
82,22,104,0,1,1,4,605
9,2,11,0,0,0,4,606
56,21,77,4,2,6,4,607
23,14,37,0,0,0,4,608
16,1,17,0,0,0,4,609
95,6,101,1,0,1,4,610
31,7,38,0,0,0,4,611
1,2,3,0,0,0,4,612
401,155,556,13,3,16,4,613
3,2,5,0,0,0,4,614
4,0,4,0,0,0,4,615
2,0,2,0,0,0,4,616
4,9,13,0,0,0,4,617
4,0,4,0,0,0,4,618
2,0,2,0,0,0,4,619
5,1,6,0,0,0,4,620
3,3,6,0,0,0,4,621
11,5,16,0,0,0,4,622
5,5,10,0,0,0,4,623
1,0,1,0,0,0,4,624
10,38,48,0,3,3,4,625
1,0,1,0,0,0,4,626
2,0,2,0,0,0,4,627
3,1,4,0,0,0,4,628
1,4,5,0,0,0,4,629
7,3,10,0,0,0,4,630
5,8,13,0,0,0,4,631
28,19,47,0,0,0,4,632
0,2,2,0,0,0,4,633
2,0,2,0,0,0,4,634
331,43,374,2,1,3,4,635
1,2,3,0,0,0,4,636
3,4,7,0,0,0,4,637
7,6,13,0,0,0,4,638
6,0,6,0,0,0,4,639
9,5,14,0,0,0,4,640
5,7,12,0,0,0,4,641
4,0,4,0,0,0,4,642
2,1,3,0,0,0,4,643
2,0,2,0,0,0,4,644
5,1,6,0,0,0,4,645
1,2,3,0,0,0,4,646
3,0,3,0,0,0,4,647
0,0,0,0,0,0,4,648
5,3,8,0,0,0,4,649
30,26,56,0,1,1,4,650
878,383,1261,5,4,9,4,651
6996,825,7821,33,5,38,4,652
525,566,1091,9,6,15,4,653
524,532,1056,2,2,4,4,654
20,4,24,0,0,0,4,655
0,0,0,0,0,0,4,656
5,4,9,0,0,0,4,657
5,3,8,0,0,0,4,658
61,129,190,0,6,6,4,659
1217,4695,5912,11,52,63,4,660
8,0,8,0,0,0,4,661
7,4,11,0,0,0,4,662
8,7,15,0,0,0,4,663
1,2,3,0,0,0,4,664
6,3,9,0,0,0,4,665
43,31,74,0,0,0,4,666
35,49,84,0,0,0,4,667
5,3,8,0,0,0,4,668
11,14,25,0,1,1,4,669
11,2,13,0,0,0,4,670
17,19,36,0,0,0,4,671
2,2,4,0,0,0,4,672
2,9,11,0,0,0,4,673
3,9,12,0,0,0,4,674
11,6,17,0,0,0,4,675
2,2,4,0,0,0,4,676
3,15,18,0,0,0,4,677
3,5,8,0,0,0,4,678
2,3,5,0,0,0,4,679
4,4,8,0,0,0,4,680
40,93,133,0,2,2,4,681
3,8,11,0,0,0,4,682
1,2,3,0,0,0,4,683
60,55,115,0,0,0,4,684
34,50,84,0,5,5,4,685
317,159,476,5,4,9,4,686
21,60,81,0,0,0,4,687
40,119,159,0,2,2,4,688
5,8,13,0,0,0,4,689
7,13,20,0,0,0,4,690
19,24,43,0,0,0,4,691
13,48,61,0,0,0,4,692
38,136,174,0,0,0,4,693
15,14,29,1,0,1,4,694
34,12,46,0,0,0,4,695
20,24,44,0,0,0,4,696
1,3,4,0,0,0,4,697
76,297,373,0,4,4,4,698
38,42,80,1,0,1,4,699
11,11,22,0,0,0,4,700
8,2,10,0,0,0,4,701
6,5,11,0,0,0,4,702
3,3,6,0,0,0,4,703
9,7,16,0,0,0,4,704
1,8,9,0,1,1,4,705
7,10,17,0,0,0,4,706
11,14,25,0,0,0,4,707
10,2,12,0,0,0,4,708
1,15,16,0,0,0,4,709
4,15,19,0,0,0,4,710
8,1,9,0,0,0,4,711
4,0,4,0,0,0,4,712
60,270,330,0,0,0,4,713
28,30,58,0,0,0,4,714
57,84,141,0,1,1,4,715
60,112,172,1,1,2,4,716
37,68,105,0,0,0,4,717
14,5,19,0,0,0,4,718
18,22,40,0,0,0,4,719
49,31,80,1,0,1,4,720
2,7,9,0,0,0,4,721
29,219,248,0,1,1,4,722
16,85,101,0,0,0,4,723
11,15,26,0,0,0,4,724
4,8,12,0,0,0,4,725
5,3,8,0,0,0,4,726
4,3,7,0,0,0,4,727
0,3,3,0,0,0,4,728
2,5,7,0,0,0,4,729
3,5,8,0,0,0,4,730
1,4,5,0,0,0,4,731
2,3,5,0,0,0,4,732
2,5,7,0,0,0,4,733
1,4,5,0,0,0,4,734
5,7,12,0,0,0,4,735
4,2,6,0,0,0,4,736
0,0,0,0,0,0,4,737
2,2,4,0,0,0,4,738
7,1,8,0,0,0,4,739
2,0,2,0,0,0,4,740
9,34,43,0,0,0,4,741
0,3,3,0,0,0,4,742
11,1,12,0,0,0,4,743
25,10,35,1,0,1,4,744
34,77,111,0,3,3,4,745
3,11,14,0,0,0,4,746
4,1,5,0,0,0,4,747
6,7,13,0,0,0,4,748
4,2,6,0,0,0,4,749
2,2,4,0,0,0,4,750
7,1,8,0,0,0,4,751
6,13,19,0,0,0,4,752
49,82,131,0,1,1,4,753
5,7,12,0,0,0,4,754
2,3,5,0,0,0,4,755
3,3,6,0,0,0,4,756
8,5,13,0,0,0,4,757
1,0,1,0,0,0,4,758
1,0,1,0,0,0,4,759
0,0,0,0,0,0,4,760
1,0,1,0,0,0,4,761
0,0,0,0,0,0,4,762
1,1,2,0,0,0,4,763
1,0,1,0,0,0,4,764
1,1,2,0,0,0,4,765
0,0,0,0,0,0,4,766
4,10,14,0,0,0,4,767
7,18,25,0,0,0,4,768
0,4,4,0,0,0,4,769
11,0,11,0,0,0,4,770
1,1,2,0,0,0,4,771
0,1,1,0,0,0,4,772
23,5,28,0,0,0,4,773
1559,396,1955,2,1,3,4,774
49,35,84,0,1,1,4,775
64,11,75,0,0,0,4,776
735,939,1674,10,34,44,4,777
100,961,1061,2,25,27,4,778
7,6,13,0,0,0,4,779
9,6,15,0,0,0,4,780
15,36,51,0,0,0,4,781
5,1,6,0,0,0,4,782
6,11,17,0,0,0,4,783
569,1005,1574,1,7,8,4,784
183,57,240,0,0,0,4,785
386,610,996,3,1,4,4,786
21,47,68,0,1,1,4,787
249,888,1137,1,3,4,4,788
115,206,321,0,0,0,4,789
62,74,136,0,2,2,4,790
140,751,891,1,8,9,4,791
8,1,9,0,0,0,4,792
6,3,9,0,0,0,4,793
7,3,10,0,0,0,4,794
202,43,245,4,0,4,4,795
9,7,16,0,0,0,4,796
5,1,6,0,0,0,4,797
6,0,6,0,0,0,4,798
35,6,41,0,0,0,4,799
3,1,4,0,0,0,4,800
86,15,101,0,0,0,4,801
147,23,170,0,1,1,4,802
134,127,261,0,1,1,4,803
20,8,28,0,0,0,4,804
13,21,34,0,0,0,4,805
17,6,23,0,0,0,4,806
66,91,157,0,1,1,4,807
7,8,15,0,0,0,4,808
7,0,7,0,0,0,4,809
7,4,11,0,0,0,4,810
2,2,4,0,0,0,4,811
2,1,3,0,0,0,4,812
34,16,50,0,0,0,4,813
5,0,5,0,0,0,4,814
52,19,71,1,0,1,4,815
85,4,89,0,0,0,4,816
90,109,199,0,0,0,4,817
364,173,537,9,0,9,4,818
158,101,259,1,1,2,4,819
1945,1260,3205,22,12,34,4,820
35,23,58,0,0,0,4,821
1759,658,2417,12,6,18,4,822
30,52,82,0,0,0,4,823
625,246,871,5,0,5,4,824
1081,388,1469,8,1,9,4,825
769,600,1369,2,5,7,4,826
13,4,17,0,0,0,4,827
31,14,45,0,0,0,4,828
7,3,10,0,0,0,4,829
15,21,36,0,0,0,4,830
4,1,5,0,0,0,4,831
37,10,47,0,0,0,4,832
4,4,8,0,0,0,4,833
31,7,38,0,0,0,4,834
4,2,6,0,0,0,4,835
93,119,212,2,0,2,4,836
8,3,11,0,0,0,4,837
22,17,39,1,0,1,4,838
8,3,11,0,0,0,4,839
4,4,8,0,0,0,4,840
36,22,58,0,1,1,4,841
50,57,107,0,0,0,4,842
20,43,63,0,0,0,4,843
2,9,11,0,0,0,4,844
8,5,13,0,0,0,4,845
23,5,28,0,0,0,4,846
3,1,4,0,0,0,4,847
6,1,7,0,0,0,4,848
15,9,24,1,0,1,4,849
284,272,556,7,5,12,4,850
461,405,866,11,11,22,4,851
5,6,11,1,0,1,4,852
39,29,68,2,1,3,4,853
7,21,28,0,1,1,4,854
7,15,22,0,0,0,4,855
13,21,34,0,0,0,4,856
35,9,44,2,0,2,4,857
14,5,19,0,0,0,4,858
9,20,29,0,0,0,4,859
10,5,15,0,0,0,4,860
16,5,21,0,0,0,4,861
48,40,88,0,0,0,4,862
7,45,52,0,0,0,4,863
15,7,22,1,0,1,4,864
24,112,136,1,0,1,4,865
29,11,40,0,0,0,4,866
4,8,12,0,0,0,4,867
8,0,8,0,0,0,4,868
11,3,14,0,0,0,4,869
63,5,68,0,0,0,4,870
1324,210,1534,27,0,27,4,871
127,68,195,1,0,1,4,872
50,19,69,0,0,0,4,873
36,22,58,2,1,3,4,874
6,4,10,0,0,0,4,875
164,83,247,0,0,0,4,876
157,68,225,0,0,0,4,877
133,78,211,0,1,1,4,878
13,6,19,0,0,0,4,879
8,9,17,0,0,0,4,880
76,7,83,0,0,0,4,881
10,34,44,0,0,0,4,882
7,8,15,0,0,0,4,883
11,6,17,1,0,1,4,884
5,11,16,1,1,2,4,885
10,5,15,0,0,0,4,886
11,5,16,0,0,0,4,887
14,4,18,0,0,0,4,888
17,20,37,0,0,0,4,889
7,3,10,0,0,0,4,890
22,16,38,0,1,1,4,891
1,0,1,0,0,0,4,892
14,12,26,0,0,0,4,893
8,3,11,0,0,0,4,894
100,37,137,1,1,2,4,895
30,29,59,0,1,1,4,896
5,0,5,0,0,0,4,897
2,0,2,0,0,0,4,898
0,1,1,0,0,0,4,899
1,3,4,0,0,0,4,900
3,3,6,0,0,0,4,901
2,2,4,0,0,0,4,902
12,10,22,0,0,0,4,903
10,13,23,0,0,0,4,904
10,16,26,0,0,0,4,905
24,8,32,0,0,0,4,906
2,4,6,0,0,0,4,907
7,4,11,0,0,0,4,908
4,0,4,0,0,0,4,909
3,3,6,0,0,0,4,910
4,1,5,0,0,0,4,911
3,5,8,0,0,0,4,912
37,8,45,0,0,0,4,913
12,15,27,0,0,0,4,914
4,18,22,0,0,0,4,915
3,4,7,0,0,0,4,916
1,4,5,1,0,1,4,917
2,5,7,0,0,0,4,918
29,125,154,0,2,2,4,919
21,14,35,0,0,0,4,920
18,4,22,0,0,0,4,921
0,1,1,0,0,0,4,922
5,9,14,0,1,1,4,923
2,1,3,0,0,0,4,924
6,17,23,0,2,2,4,925
1,0,1,0,0,0,4,926
0,4,4,0,1,1,4,927
1,3,4,0,0,0,4,928
5,13,18,0,0,0,4,929
4,1,5,0,0,0,4,930
0,1,1,0,0,0,4,931
2,4,6,0,1,1,4,932
0,3,3,0,1,1,4,933
1,2,3,0,0,0,4,934
0,3,3,0,0,0,4,935
0,0,0,0,0,0,4,936
1,2,3,0,0,0,4,937
4,11,15,0,0,0,4,938
0,1,1,0,0,0,4,939
2,4,6,0,0,0,4,940
10,6,16,0,0,0,4,941
2,2,4,0,0,0,4,942
16,27,43,0,0,0,4,943
2,1,3,0,0,0,4,944
24,48,72,0,0,0,4,945
3,4,7,0,0,0,4,946
1,3,4,0,0,0,4,947
41,46,87,0,0,0,4,948
1,1,2,0,0,0,4,949
3,0,3,0,0,0,4,950
2352,918,3270,4,2,6,4,951
346,129,475,0,1,1,4,952
2,0,2,0,0,0,4,953
8,2,10,0,0,0,4,954
12,5,17,0,0,0,4,955
49,21,70,0,0,0,4,956
38,99,137,0,0,0,4,957
1,1,2,0,0,0,4,958
287,553,840,1,3,4,4,959
5,1,6,0,0,0,4,960
2,4,6,0,0,0,4,961
4,1,5,0,0,0,4,962
14,5,19,0,0,0,4,963
14,3,17,0,0,0,4,964
2,0,2,0,0,0,4,965
5,4,9,0,0,0,4,966
7,4,11,0,0,0,4,967
5,4,9,0,0,0,4,968
2,2,4,0,0,0,4,969
3,0,3,0,0,0,4,970
6,1,7,0,0,0,4,971
2,1,3,0,0,0,4,972
26,14,40,0,1,1,4,973
2,7,9,0,0,0,4,974
17,5,22,0,0,0,4,975
10,3,13,0,0,0,4,976
11,6,17,0,0,0,4,977
20,23,43,2,0,2,4,978
61,16,77,2,0,2,4,979
25,5,30,0,0,0,4,980
3,6,9,0,0,0,4,981
6,1,7,0,0,0,4,982
7,11,18,0,0,0,4,983
300,42,342,1,0,1,4,984
14,2,16,0,0,0,4,985
37,12,49,1,0,1,4,986
22,9,31,0,2,2,4,987
27,12,39,0,0,0,4,988
8,4,12,0,0,0,4,989
2,1,3,0,0,0,4,990
17,7,24,0,0,0,4,991
9,0,9,0,0,0,4,992
5,1,6,0,0,0,4,993
7,3,10,0,0,0,4,994
6,2,8,0,0,0,4,995
1331,1566,2897,4,11,15,4,996
0,0,0,0,0,0,4,997
46,76,122,0,0,0,4,998
23,43,66,0,2,2,4,999
12,14,26,0,0,0,4,1000
1,5,6,0,0,0,4,1001
7,5,12,0,0,0,4,1002
17,3,20,0,0,0,4,1003
4,5,9,0,0,0,4,1004
0,0,0,0,0,0,4,1005
841,500,1341,13,6,19,4,1006
73,197,270,1,2,3,4,1007
5,1,6,0,0,0,4,1008
6,5,11,0,0,0,4,1009
5,2,7,0,0,0,4,1010
6,1,7,0,0,0,4,1011
18,6,24,0,0,0,4,1012
5,10,15,0,0,0,4,1013
1,8,9,0,0,0,4,1014
4,4,8,1,2,3,4,1015
36,56,92,0,5,5,4,1016
0,0,0,0,0,0,4,1017
5,0,5,0,0,0,4,1018
1,3,4,0,0,0,4,1019
2,0,2,0,0,0,4,1020
1,0,1,0,0,0,4,1021
0,0,0,0,0,0,4,1022
1,1,2,0,0,0,4,1023
1,0,1,0,0,0,4,1024
0,2,2,0,0,0,4,1025
0,1,1,0,0,0,4,1026
173,222,395,4,3,7,4,1027
4,9,13,0,0,0,4,1028
0,1,1,0,0,0,4,1029
3,0,3,0,0,0,4,1030
5,1,6,0,0,0,4,1031
6,0,6,0,0,0,4,1032
5,6,11,0,0,0,4,1033
1,1,2,0,0,0,4,1034
2,2,4,0,0,0,4,1035
0,2,2,0,0,0,4,1036
2,0,2,0,0,0,4,1037
13,1,14,0,0,0,4,1038
3,8,11,0,0,0,4,1039
33,87,120,0,0,0,4,1040
162,595,757,2,12,14,4,1041
6,1,7,0,0,0,4,1042
8,10,18,0,0,0,4,1043
3,5,8,0,0,0,4,1044
14,6,20,0,0,0,4,1045
7,3,10,0,0,0,4,1046
133,154,287,1,4,5,4,1047
59,281,340,0,0,0,4,1048
55,27,82,0,0,0,4,1049
2,1,3,0,0,0,4,1050
23,17,40,0,0,0,4,1051
170,298,468,0,4,4,4,1052
11,11,22,0,0,0,4,1053
10,14,24,0,0,0,4,1054
15,2,17,0,0,0,4,1055
1,0,1,0,0,0,4,1056
13,7,20,0,0,0,4,1057
230,268,498,1,1,2,4,1058
373,244,617,5,4,9,4,1059
6,2,8,0,0,0,4,1060
66,186,252,1,0,1,4,1061
5,13,18,0,0,0,4,1062
3,16,19,0,0,0,4,1063
1206,1771,2977,16,22,38,4,1064
142,816,958,3,30,33,4,1065
200,651,851,1,4,5,4,1066
80,258,338,0,3,3,4,1067
32,65,97,0,0,0,4,1068
11,10,21,0,0,0,4,1069
0,0,0,0,0,0,4,1070
21,16,37,0,0,0,4,1071
186,252,438,1,2,3,4,1072
2,4,6,0,0,0,4,1073
0,2,2,0,0,0,4,1074
1,2,3,0,0,0,4,1075
7,0,7,0,0,0,4,1076
3,3,6,0,0,0,4,1077
2,23,25,0,0,0,4,1078
8,7,15,0,0,0,4,1079
15,15,30,0,0,0,4,1080
2,4,6,0,0,0,4,1081
23,9,32,0,0,0,4,1082
8,11,19,0,0,0,4,1083
1745,1249,2994,21,13,34,4,1084
18,4,22,0,0,0,4,1085
7,4,11,0,0,0,4,1086
41,27,68,0,0,0,4,1087
7,4,11,0,0,0,4,1088
22,22,44,0,0,0,4,1089
33,76,109,0,0,0,4,1090
0,1,1,0,0,0,4,1091
58,31,89,1,1,2,4,1092
253,105,358,5,1,6,4,1093
81,12,93,0,0,0,4,1094
23,10,33,0,0,0,4,1095
29,14,43,0,1,1,4,1096
38,18,56,0,0,0,4,1097
67,42,109,0,1,1,4,1098
1704,1217,2921,4,3,7,4,1099
13,17,30,0,0,0,4,1100
49,20,69,0,0,0,4,1101
26,3,29,0,0,0,4,1102
63,32,95,1,0,1,4,1103
5,14,19,0,0,0,4,1104
14,6,20,0,0,0,4,1105
13,3,16,0,0,0,4,1106
3,2,5,0,0,0,4,1107
2,1,3,0,0,0,4,1108
4,6,10,0,0,0,4,1109
5,2,7,0,0,0,4,1110
3,0,3,0,0,0,4,1111
22,1,23,0,0,0,4,1112
19,1,20,0,0,0,4,1113
8,5,13,0,0,0,4,1114
8,6,14,0,0,0,4,1115
5,19,24,0,0,0,4,1116
15,8,23,0,0,0,4,1117
15,13,28,0,1,1,4,1118
381,1201,1582,3,6,9,4,1119
170,1002,1172,6,20,26,4,1120
74,206,280,1,0,1,4,1121
1365,253,1618,2,0,2,4,1122
18,4,22,0,0,0,4,1123
482,1286,1768,6,10,16,4,1124
43,80,123,0,0,0,4,1125
5,5,10,1,0,1,4,1126
1,8,9,0,0,0,4,1127
7,28,35,0,3,3,4,1128
0,2,2,0,0,0,4,1129
2,1,3,0,0,0,4,1130
1,2,3,0,0,0,4,1131
2,0,2,0,0,0,4,1132
644,929,1573,2,0,2,4,1133
2,0,2,0,0,0,4,1134
4,5,9,0,0,0,4,1135
29,51,80,0,2,2,4,1136
170,270,440,1,1,2,4,1137
10,3,13,0,0,0,4,1138
15,0,15,0,0,0,4,1139
8,10,18,0,0,0,4,1140
0,2,2,0,0,0,4,1141
8,11,19,0,0,0,4,1142
11,31,42,1,0,1,4,1143
0,0,0,0,0,0,4,1144
4,6,10,0,0,0,4,1145
4134,3311,7445,43,61,104,4,1146
152,8,160,0,0,0,4,1147
13,6,19,0,0,0,4,1148
43,28,71,0,0,0,4,1149
40,18,58,0,1,1,4,1150
0,0,0,0,0,0,4,1151
235,599,834,4,4,8,4,1152
56,180,236,0,1,1,4,1153
28,10,38,0,0,0,4,1154
12,13,25,0,0,0,4,1155
50,69,119,0,2,2,4,1156
15,10,25,0,0,0,4,1157
11,2,13,0,0,0,4,1158
27,10,37,0,1,1,4,1159
44,37,81,0,0,0,4,1160
43,85,128,1,0,1,4,1161
197,308,505,2,1,3,4,1162
41,91,132,0,0,0,4,1163
39,42,81,0,0,0,4,1164
8,1,9,0,0,0,4,1165
2195,3548,5743,7,18,25,4,1166
292,229,521,0,1,1,4,1167
9,22,31,0,0,0,4,1168
185,154,339,1,1,2,4,1169
12167,5712,17879,39,32,71,4,1170
30,24,54,0,0,0,4,1171
195,55,250,0,0,0,4,1172
28,5,33,0,0,0,4,1173
7,5,12,0,0,0,4,1174
1299,355,1654,12,3,15,4,1175
215,165,380,1,1,2,4,1176
275,428,703,0,1,1,4,1177
67,7,74,0,0,0,4,1178
636208,181088,817296,602,235,837,4,1179
262,104,366,0,1,1,4,1180
121,53,174,3,1,4,4,1181
76,37,113,3,0,3,4,1182
677,224,901,13,2,15,4,1183
125,93,218,3,0,3,4,1184
0,0,0,0,0,0,4,1185
77,130,207,0,0,0,4,1186
261,391,652,1,3,4,4,1187
252,365,617,1,2,3,4,1188
219,74,293,1,1,2,4,1189
11,6,17,1,0,1,4,1190
54,16,70,0,0,0,4,1191
1082,1946,3028,10,18,28,4,1192
0,0,0,0,0,0,4,1193
146,867,1013,1,4,5,4,1194
1029,1344,2373,7,10,17,4,1195
0,0,0,0,0,0,4,1196
982,1115,2097,2,5,7,4,1197
2701,5334,8035,24,44,68,4,1198
76,124,200,0,0,0,4,1199
119,191,310,2,7,9,4,1200
2395,1748,4143,41,25,66,4,1201
3,4,7,0,0,0,4,1202
8,4,12,0,0,0,4,1203
1,2,3,0,0,0,4,1204
0,0,0,0,0,0,4,1205
1525,1458,2983,9,9,18,4,1206
7,24,31,0,0,0,4,1207
91,31,122,0,0,0,4,1208
132,43,175,0,0,0,4,1209
0,0,0,0,0,0,4,1210
0,0,0,0,0,0,4,1211
241,53,294,1,0,1,4,1212
115,16,131,1,0,1,4,1213
1559,1954,3513,11,14,25,4,1214
13,14,27,0,0,0,4,1215
163,67,230,0,1,1,4,1216
14,5,19,0,0,0,4,1217
8,4,12,0,0,0,4,1218
5,1,6,0,0,0,4,1219
2,0,2,0,0,0,4,1220
0,0,0,0,0,0,4,1221
2,4,6,0,0,0,4,1222
0,0,0,0,0,0,4,1223
0,0,0,0,0,0,4,1224
0,0,0,0,0,0,4,1225
1,4,5,0,0,0,4,1226
2,0,2,0,0,0,4,1227
8,8,16,0,0,0,4,1228
6,1,7,0,0,0,4,1229
1,2,3,0,0,0,4,1230
0,0,0,0,0,0,4,1231
0,1,1,0,0,0,4,1232
17,14,31,0,0,0,4,1233
1,1,2,0,0,0,4,1234
0,1,1,0,0,0,4,1235
1,2,3,0,0,0,4,1236
1,0,1,0,0,0,4,1237
19,19,38,0,0,0,4,1238
4,1,5,0,0,0,4,1239
8,6,14,0,0,0,4,1240
8,5,13,0,0,0,4,1241
1,0,1,1,0,1,4,1242
3,1,4,0,0,0,4,1243
2,1,3,0,0,0,4,1244
4,6,10,0,0,0,4,1245
0,0,0,0,0,0,4,1246
1,1,2,0,0,0,4,1247
36,33,69,0,0,0,4,1248
5,1,6,0,0,0,4,1249
2,2,4,0,0,0,4,1250
0,0,0,-1,0,-1,4,1251
2,1,3,0,0,0,4,1252
5,0,5,0,0,0,4,1253
0,0,0,0,0,0,4,1254
39,46,85,0,0,0,4,1255
1,0,1,0,0,0,4,1256
2,1,3,0,0,0,4,1257
0,0,0,0,0,0,4,1258
1,0,1,0,0,0,4,1259
7,7,14,0,0,0,4,1260
33,12,45,0,0,0,4,1261
1,0,1,0,0,0,4,1262
13,4,17,1,0,1,4,1263
0,0,0,0,0,0,4,1264
1,0,1,0,0,0,4,1265
2,0,2,0,0,0,4,1266
6,4,10,0,0,0,4,1267
6,10,16,0,0,0,4,1268
5,0,5,0,0,0,4,1269
0,0,0,0,0,0,4,1270
6,0,6,0,0,0,4,1271
2,0,2,0,0,0,4,1272
